Subject	Group	Field	Instance	Length	Variant	Example#	XPath	ExtID	English	English (pattern)	French	Level	Var1	Var2
emoji	Animals	keyword	🐺			0	//ldml/annotations/annotation[@cp="🐺"][@type="tts"]	🐺	wolf		loup	Modern		
emoji	Animals	keyword	🐻			0	//ldml/annotations/annotation[@cp="🐻"][@type="tts"]	🐻	bear		ours	Modern		
emoji	Animals	keyword	🕷️			0	//ldml/annotations/annotation[@cp="🕷️"][@type="tts"]	🕷️	spider		araignée	Modern		
emoji	Animals	keyword	🦋			0	//ldml/annotations/annotation[@cp="🦋"][@type="tts"]	🦋	butterfly		papillon	Modern		
emoji	Arrows	keyword	↔️			0	//ldml/annotations/annotation[@cp="↔️"][@type="tts"]	↔️	left-right arrow		flèche gauche droite	Modern		
emoji	Arrows	keyword	↕️			0	//ldml/annotations/annotation[@cp="↕️"][@type="tts"]	↕️	up-down arrow		flèche haut bas	Modern		
emoji	Arrows	keyword	↖️			0	//ldml/annotations/annotation[@cp="↖️"][@type="tts"]	↖️	up-left arrow		flèche haut gauche	Modern		
emoji	Arrows	keyword	↗️			0	//ldml/annotations/annotation[@cp="↗️"][@type="tts"]	↗️	up-right arrow		flèche haut droite	Modern		
emoji	Arrows	keyword	↘️			0	//ldml/annotations/annotation[@cp="↘️"][@type="tts"]	↘️	down-right arrow		flèche bas droite	Modern		
emoji	Arrows	keyword	↙️			0	//ldml/annotations/annotation[@cp="↙️"][@type="tts"]	↙️	down-left arrow		flèche bas gauche	Modern		
emoji	Arrows	keyword	↩️			0	//ldml/annotations/annotation[@cp="↩️"][@type="tts"]	↩️	right arrow curving left		flèche courbe gauche	Modern		
emoji	Arrows	keyword	↪️			0	//ldml/annotations/annotation[@cp="↪️"][@type="tts"]	↪️	left arrow curving right		flèche courbe droite	Modern		
emoji	Arrows	keyword	⏩			0	//ldml/annotations/annotation[@cp="⏩"][@type="tts"]	⏩	fast-forward button		bouton avance rapide	Modern		
emoji	Arrows	keyword	⏪			0	//ldml/annotations/annotation[@cp="⏪"][@type="tts"]	⏪	fast reverse button		bouton retour rapide	Modern		
emoji	Arrows	keyword	⏫			0	//ldml/annotations/annotation[@cp="⏫"][@type="tts"]	⏫	fast up button		double flèche vers le haut	Modern		
emoji	Arrows	keyword	⏬			0	//ldml/annotations/annotation[@cp="⏬"][@type="tts"]	⏬	fast down button		double flèche vers le bas	Modern		
emoji	Arrows	keyword	➡️			0	//ldml/annotations/annotation[@cp="➡️"][@type="tts"]	➡️	right arrow		flèche droite	Modern		
emoji	Arrows	keyword	⤴️			0	//ldml/annotations/annotation[@cp="⤴️"][@type="tts"]	⤴️	right arrow curving up		flèche courbe haut	Modern		
emoji	Arrows	keyword	⤵️			0	//ldml/annotations/annotation[@cp="⤵️"][@type="tts"]	⤵️	right arrow curving down		flèche courbe bas	Modern		
emoji	Arrows	keyword	⬅️			0	//ldml/annotations/annotation[@cp="⬅️"][@type="tts"]	⬅️	left arrow		flèche gauche	Modern		
emoji	Arrows	keyword	⬆️			0	//ldml/annotations/annotation[@cp="⬆️"][@type="tts"]	⬆️	up arrow		flèche haut	Modern		
emoji	Arrows	keyword	⬇️			0	//ldml/annotations/annotation[@cp="⬇️"][@type="tts"]	⬇️	down arrow		flèche bas	Modern		
emoji	Arrows	keyword	🔼			0	//ldml/annotations/annotation[@cp="🔼"][@type="tts"]	🔼	upwards button		petit triangle haut	Modern		
emoji	Arrows	keyword	🔽			0	//ldml/annotations/annotation[@cp="🔽"][@type="tts"]	🔽	downwards button		petit triangle bas	Modern		
emoji	Body	keyword	☝️			0	//ldml/annotations/annotation[@cp="☝️"][@type="tts"]	☝️	index pointing up		index pointant vers le haut	Modern		
emoji	Body	keyword	☠️			0	//ldml/annotations/annotation[@cp="☠️"][@type="tts"]	☠️	skull and crossbones		tête de mort	Modern		
emoji	Body	keyword	✊			0	//ldml/annotations/annotation[@cp="✊"][@type="tts"]	✊	raised fist		poing levé	Modern		
emoji	Body	keyword	✋			0	//ldml/annotations/annotation[@cp="✋"][@type="tts"]	✋	raised hand		main levée	Modern		
emoji	Body	keyword	✍️			0	//ldml/annotations/annotation[@cp="✍️"][@type="tts"]	✍️	writing hand		main qui écrit	Modern		
emoji	Body	keyword	👁️			0	//ldml/annotations/annotation[@cp="👁️"][@type="tts"]	👁️	eye		œil	Modern		
emoji	Body	keyword	👂			0	//ldml/annotations/annotation[@cp="👂"][@type="tts"]	👂	ear		oreille	Modern		
emoji	Body	keyword	👃			0	//ldml/annotations/annotation[@cp="👃"][@type="tts"]	👃	nose		nez	Modern		
emoji	Body	keyword	👄			0	//ldml/annotations/annotation[@cp="👄"][@type="tts"]	👄	mouth		bouche	Modern		
emoji	Body	keyword	👅			0	//ldml/annotations/annotation[@cp="👅"][@type="tts"]	👅	tongue		langue	Modern		
emoji	Body	keyword	👆			0	//ldml/annotations/annotation[@cp="👆"][@type="tts"]	👆	backhand index pointing up		main avec index pointant vers le haut	Modern		
emoji	Body	keyword	👇			0	//ldml/annotations/annotation[@cp="👇"][@type="tts"]	👇	backhand index pointing down		main avec index pointant vers le bas	Modern		
emoji	Body	keyword	👈			0	//ldml/annotations/annotation[@cp="👈"][@type="tts"]	👈	backhand index pointing left		main avec index pointant à gauche	Modern		
emoji	Body	keyword	👉			0	//ldml/annotations/annotation[@cp="👉"][@type="tts"]	👉	backhand index pointing right		main avec index pointant à droite	Modern		
emoji	Body	keyword	👌			0	//ldml/annotations/annotation[@cp="👌"][@type="tts"]	👌	OK hand		ok	Modern		
emoji	Body	keyword	👍			0	//ldml/annotations/annotation[@cp="👍"][@type="tts"]	👍	thumbs up		pouce vers le haut	Modern		
emoji	Body	keyword	👎			0	//ldml/annotations/annotation[@cp="👎"][@type="tts"]	👎	thumbs down		pouce vers le bas	Modern		
emoji	Body	keyword	👏			0	//ldml/annotations/annotation[@cp="👏"][@type="tts"]	👏	clapping hands		applaudissements	Modern		
emoji	Body	keyword	💋			0	//ldml/annotations/annotation[@cp="💋"][@type="tts"]	💋	kiss mark		trace de rouge à lèvres	Modern		
emoji	Clothes	keyword	👑			0	//ldml/annotations/annotation[@cp="👑"][@type="tts"]	👑	crown		couronne	Modern		
emoji	Clothes	keyword	👓			0	//ldml/annotations/annotation[@cp="👓"][@type="tts"]	👓	glasses		lunettes de vue	Modern		
emoji	Clothes	keyword	👕			0	//ldml/annotations/annotation[@cp="👕"][@type="tts"]	👕	t-shirt		T-shirt	Modern		
emoji	Clothes	keyword	👖			0	//ldml/annotations/annotation[@cp="👖"][@type="tts"]	👖	jeans		jean	Modern		
emoji	Clothes	keyword	👗			0	//ldml/annotations/annotation[@cp="👗"][@type="tts"]	👗	dress		robe	Modern		
emoji	Clothes	keyword	👞			0	//ldml/annotations/annotation[@cp="👞"][@type="tts"]	👞	man’s shoe		chaussure d’homme	Modern		
emoji	Clothes	keyword	👠			0	//ldml/annotations/annotation[@cp="👠"][@type="tts"]	👠	high-heeled shoe		chaussure à talon haut	Modern		
emoji	Clothes	keyword	👣			0	//ldml/annotations/annotation[@cp="👣"][@type="tts"]	👣	footprints		traces de pas	Modern		
emoji	Clothes	keyword	💍			0	//ldml/annotations/annotation[@cp="💍"][@type="tts"]	💍	ring		bague	Modern		
emoji	Clothes	keyword	🕶️			0	//ldml/annotations/annotation[@cp="🕶️"][@type="tts"]	🕶️	sunglasses		lunettes de soleil	Modern		
emoji	Food	keyword	☕			0	//ldml/annotations/annotation[@cp="☕"][@type="tts"]	☕	hot beverage		boisson chaude	Modern		
emoji	Food	keyword	🌭			0	//ldml/annotations/annotation[@cp="🌭"][@type="tts"]	🌭	hot dog		hot dog	Modern		
emoji	Food	keyword	🌯			0	//ldml/annotations/annotation[@cp="🌯"][@type="tts"]	🌯	burrito		burrito	Modern		
emoji	Food	keyword	🍄			0	//ldml/annotations/annotation[@cp="🍄"][@type="tts"]	🍄	mushroom		champignon	Modern		
emoji	Food	keyword	🍅			0	//ldml/annotations/annotation[@cp="🍅"][@type="tts"]	🍅	tomato		tomate	Modern		
emoji	Food	keyword	🍆			0	//ldml/annotations/annotation[@cp="🍆"][@type="tts"]	🍆	eggplant		aubergine	Modern		
emoji	Food	keyword	🍇			0	//ldml/annotations/annotation[@cp="🍇"][@type="tts"]	🍇	grapes		raisin	Modern		
emoji	Food	keyword	🍈			0	//ldml/annotations/annotation[@cp="🍈"][@type="tts"]	🍈	melon		melon	Modern		
emoji	Food	keyword	🍉			0	//ldml/annotations/annotation[@cp="🍉"][@type="tts"]	🍉	watermelon		pastèque	Modern		
emoji	Food	keyword	🍊			0	//ldml/annotations/annotation[@cp="🍊"][@type="tts"]	🍊	tangerine		mandarine	Modern		
emoji	Food	keyword	🍋			0	//ldml/annotations/annotation[@cp="🍋"][@type="tts"]	🍋	lemon		citron	Modern		
emoji	Food	keyword	🍌			0	//ldml/annotations/annotation[@cp="🍌"][@type="tts"]	🍌	banana		banane	Modern		
emoji	Food	keyword	🍍			0	//ldml/annotations/annotation[@cp="🍍"][@type="tts"]	🍍	pineapple		ananas	Modern		
emoji	Food	keyword	🍎			0	//ldml/annotations/annotation[@cp="🍎"][@type="tts"]	🍎	red apple		pomme rouge	Modern		
emoji	Food	keyword	🍏			0	//ldml/annotations/annotation[@cp="🍏"][@type="tts"]	🍏	green apple		pomme verte	Modern		
emoji	Food	keyword	🍐			0	//ldml/annotations/annotation[@cp="🍐"][@type="tts"]	🍐	pear		poire	Modern		
emoji	Food	keyword	🍑			0	//ldml/annotations/annotation[@cp="🍑"][@type="tts"]	🍑	peach		pêche	Modern		
emoji	Food	keyword	🍒			0	//ldml/annotations/annotation[@cp="🍒"][@type="tts"]	🍒	cherries		cerises	Modern		
emoji	Food	keyword	🍓			0	//ldml/annotations/annotation[@cp="🍓"][@type="tts"]	🍓	strawberry		fraise	Modern		
emoji	Food	keyword	🍕			0	//ldml/annotations/annotation[@cp="🍕"][@type="tts"]	🍕	pizza		pizza	Modern		
emoji	Food	keyword	🍖			0	//ldml/annotations/annotation[@cp="🍖"][@type="tts"]	🍖	meat on bone		viande sur un os	Modern		
emoji	Food	keyword	🍗			0	//ldml/annotations/annotation[@cp="🍗"][@type="tts"]	🍗	poultry leg		cuisse de poulet	Modern		
emoji	Food	keyword	🍚			0	//ldml/annotations/annotation[@cp="🍚"][@type="tts"]	🍚	cooked rice		bol de riz	Modern		
emoji	Food	keyword	🍞			0	//ldml/annotations/annotation[@cp="🍞"][@type="tts"]	🍞	bread		pain	Modern		
emoji	Food	keyword	🍨			0	//ldml/annotations/annotation[@cp="🍨"][@type="tts"]	🍨	ice cream		glace	Modern		
emoji	Food	keyword	🍪			0	//ldml/annotations/annotation[@cp="🍪"][@type="tts"]	🍪	cookie		cookie	Modern		
emoji	Food	keyword	🍫			0	//ldml/annotations/annotation[@cp="🍫"][@type="tts"]	🍫	chocolate bar		barre chocolatée	Modern		
emoji	Food	keyword	🍬			0	//ldml/annotations/annotation[@cp="🍬"][@type="tts"]	🍬	candy		bonbon	Modern		
emoji	Food	keyword	🍴			0	//ldml/annotations/annotation[@cp="🍴"][@type="tts"]	🍴	fork and knife		fourchette et couteau	Modern		
emoji	Plants	keyword	☘️			0	//ldml/annotations/annotation[@cp="☘️"][@type="tts"]	☘️	shamrock		trèfle	Modern		
emoji	Plants	keyword	🌱			0	//ldml/annotations/annotation[@cp="🌱"][@type="tts"]	🌱	seedling		jeune pousse	Modern		
emoji	Plants	keyword	🌲			0	//ldml/annotations/annotation[@cp="🌲"][@type="tts"]	🌲	evergreen tree		conifère	Modern		
emoji	Plants	keyword	🌳			0	//ldml/annotations/annotation[@cp="🌳"][@type="tts"]	🌳	deciduous tree		arbre à feuilles caduques	Modern		
emoji	Plants	keyword	🌴			0	//ldml/annotations/annotation[@cp="🌴"][@type="tts"]	🌴	palm tree		palmier	Modern		
emoji	Plants	keyword	🌵			0	//ldml/annotations/annotation[@cp="🌵"][@type="tts"]	🌵	cactus		cactus	Modern		
emoji	Plants	keyword	🌶️			0	//ldml/annotations/annotation[@cp="🌶️"][@type="tts"]	🌶️	hot pepper		piment rouge	Modern		
emoji	Plants	keyword	🌷			0	//ldml/annotations/annotation[@cp="🌷"][@type="tts"]	🌷	tulip		tulipe	Modern		
emoji	Plants	keyword	🌸			0	//ldml/annotations/annotation[@cp="🌸"][@type="tts"]	🌸	cherry blossom		fleur de cerisier	Modern		
emoji	Plants	keyword	🌹			0	//ldml/annotations/annotation[@cp="🌹"][@type="tts"]	🌹	rose		rose	Modern		
emoji	Plants	keyword	🌻			0	//ldml/annotations/annotation[@cp="🌻"][@type="tts"]	🌻	sunflower		tournesol	Modern		
emoji	Plants	keyword	🌼			0	//ldml/annotations/annotation[@cp="🌼"][@type="tts"]	🌼	blossom		bourgeon	Modern		
emoji	Plants	keyword	🌽			0	//ldml/annotations/annotation[@cp="🌽"][@type="tts"]	🌽	ear of corn		épi de maïs	Modern		
emoji	Plants	keyword	🌾			0	//ldml/annotations/annotation[@cp="🌾"][@type="tts"]	🌾	sheaf of rice		plant de riz	Modern		
emoji	Plants	keyword	🍀			0	//ldml/annotations/annotation[@cp="🍀"][@type="tts"]	🍀	four leaf clover		trèfle à quatre feuilles	Modern		
emoji	Plants	keyword	🍂			0	//ldml/annotations/annotation[@cp="🍂"][@type="tts"]	🍂	fallen leaf		feuille morte	Modern		
emoji	Plants	keyword	🍃			0	//ldml/annotations/annotation[@cp="🍃"][@type="tts"]	🍃	leaf fluttering in wind		feuille virevoltante	Modern		
emoji	Recreation	keyword	♿			0	//ldml/annotations/annotation[@cp="♿"][@type="tts"]	♿	wheelchair symbol		symbole Accès handicapés	Modern		
emoji	Recreation	keyword	⚽			0	//ldml/annotations/annotation[@cp="⚽"][@type="tts"]	⚽	soccer ball		ballon de football	Modern		
emoji	Recreation	keyword	⚾			0	//ldml/annotations/annotation[@cp="⚾"][@type="tts"]	⚾	baseball		baseball	Modern		
emoji	Recreation	keyword	⛰️			0	//ldml/annotations/annotation[@cp="⛰️"][@type="tts"]	⛰️	mountain		montagne	Modern		
emoji	Recreation	keyword	⛱️			0	//ldml/annotations/annotation[@cp="⛱️"][@type="tts"]	⛱️	umbrella on ground		parasol sur le sol	Modern		
emoji	Recreation	keyword	⛲			0	//ldml/annotations/annotation[@cp="⛲"][@type="tts"]	⛲	fountain		fontaine	Modern		
emoji	Recreation	keyword	⛴️			0	//ldml/annotations/annotation[@cp="⛴️"][@type="tts"]	⛴️	ferry		ferry	Modern		
emoji	Recreation	keyword	⛵			0	//ldml/annotations/annotation[@cp="⛵"][@type="tts"]	⛵	sailboat		voilier	Modern		
emoji	Recreation	keyword	⛹️			0	//ldml/annotations/annotation[@cp="⛹️"][@type="tts"]	⛹️	person bouncing ball		personne avec ballon	Modern		
emoji	Recreation	keyword	🎁			0	//ldml/annotations/annotation[@cp="🎁"][@type="tts"]	🎁	wrapped gift		cadeau	Modern		
emoji	Recreation	keyword	🎂			0	//ldml/annotations/annotation[@cp="🎂"][@type="tts"]	🎂	birthday cake		gâteau d’anniversaire	Modern		
emoji	Recreation	keyword	🎈			0	//ldml/annotations/annotation[@cp="🎈"][@type="tts"]	🎈	balloon		ballon gonflable	Modern		
emoji	Recreation	keyword	🎉			0	//ldml/annotations/annotation[@cp="🎉"][@type="tts"]	🎉	party popper		cotillons	Modern		
emoji	Recreation	keyword	🎒			0	//ldml/annotations/annotation[@cp="🎒"][@type="tts"]	🎒	backpack		cartable	Modern		
emoji	Recreation	keyword	🎣			0	//ldml/annotations/annotation[@cp="🎣"][@type="tts"]	🎣	fishing pole		pêche à la ligne	Modern		
emoji	Recreation	keyword	🎤			0	//ldml/annotations/annotation[@cp="🎤"][@type="tts"]	🎤	microphone		micro	Modern		
emoji	Recreation	keyword	🎥			0	//ldml/annotations/annotation[@cp="🎥"][@type="tts"]	🎥	movie camera		caméra	Modern		
emoji	Recreation	keyword	🎧			0	//ldml/annotations/annotation[@cp="🎧"][@type="tts"]	🎧	headphone		casque	Modern		
emoji	Recreation	keyword	🎲			0	//ldml/annotations/annotation[@cp="🎲"][@type="tts"]	🎲	game die		dés	Modern		
emoji	Recreation	keyword	🎵			0	//ldml/annotations/annotation[@cp="🎵"][@type="tts"]	🎵	musical note		note de musique	Modern		
emoji	Recreation	keyword	🎷			0	//ldml/annotations/annotation[@cp="🎷"][@type="tts"]	🎷	saxophone		saxophone	Modern		
emoji	Recreation	keyword	🎸			0	//ldml/annotations/annotation[@cp="🎸"][@type="tts"]	🎸	guitar		guitare	Modern		
emoji	Recreation	keyword	🎹			0	//ldml/annotations/annotation[@cp="🎹"][@type="tts"]	🎹	musical keyboard		piano	Modern		
emoji	Recreation	keyword	🎺			0	//ldml/annotations/annotation[@cp="🎺"][@type="tts"]	🎺	trumpet		trompette	Modern		
emoji	Recreation	keyword	🎻			0	//ldml/annotations/annotation[@cp="🎻"][@type="tts"]	🎻	violin		violon	Modern		
emoji	Recreation	keyword	🎾			0	//ldml/annotations/annotation[@cp="🎾"][@type="tts"]	🎾	tennis		tennis	Modern		
emoji	Recreation	keyword	🏀			0	//ldml/annotations/annotation[@cp="🏀"][@type="tts"]	🏀	basketball		basket	Modern		
emoji	Recreation	keyword	🏃			0	//ldml/annotations/annotation[@cp="🏃"][@type="tts"]	🏃	person running		personne qui court	Modern		
emoji	Recreation	keyword	🏅			0	//ldml/annotations/annotation[@cp="🏅"][@type="tts"]	🏅	sports medal		médaille sportive	Modern		
emoji	Recreation	keyword	🏆			0	//ldml/annotations/annotation[@cp="🏆"][@type="tts"]	🏆	trophy		trophée	Modern		
emoji	Recreation	keyword	🏍️			0	//ldml/annotations/annotation[@cp="🏍️"][@type="tts"]	🏍️	motorcycle		moto	Modern		
emoji	Recreation	keyword	🏎️			0	//ldml/annotations/annotation[@cp="🏎️"][@type="tts"]	🏎️	racing car		voiture de course	Modern		
emoji	Recreation	keyword	🏖️			0	//ldml/annotations/annotation[@cp="🏖️"][@type="tts"]	🏖️	beach with umbrella		plage avec parasol	Modern		
emoji	Recreation	keyword	🏝️			0	//ldml/annotations/annotation[@cp="🏝️"][@type="tts"]	🏝️	desert island		île déserte	Modern		
emoji	Recreation	keyword	💃			0	//ldml/annotations/annotation[@cp="💃"][@type="tts"]	💃	woman dancing		danseuse	Modern		
emoji	Recreation	keyword	🕺			0	//ldml/annotations/annotation[@cp="🕺"][@type="tts"]	🕺	man dancing		danseur	Modern		
emoji	Smileys	keyword	☹️			0	//ldml/annotations/annotation[@cp="☹️"][@type="tts"]	☹️	frowning face		visage mécontent	Modern		
emoji	Smileys	keyword	☺️			0	//ldml/annotations/annotation[@cp="☺️"][@type="tts"]	☺️	smiling face		visage souriant	Modern		
emoji	Smileys	keyword	👦			0	//ldml/annotations/annotation[@cp="👦"][@type="tts"]	👦	boy		garçon	Modern		
emoji	Smileys	keyword	👧			0	//ldml/annotations/annotation[@cp="👧"][@type="tts"]	👧	girl		fille	Modern		
emoji	Smileys	keyword	👨			0	//ldml/annotations/annotation[@cp="👨"][@type="tts"]	👨	man		homme	Modern		
emoji	Smileys	keyword	👩			0	//ldml/annotations/annotation[@cp="👩"][@type="tts"]	👩	woman		femme	Modern		
emoji	Smileys	keyword	👶			0	//ldml/annotations/annotation[@cp="👶"][@type="tts"]	👶	baby		bébé	Modern		
emoji	Smileys	keyword	💀			0	//ldml/annotations/annotation[@cp="💀"][@type="tts"]	💀	skull		crâne	Modern		
emoji	Smileys	keyword	😀			0	//ldml/annotations/annotation[@cp="😀"][@type="tts"]	😀	grinning face		visage rieur	Modern		
emoji	Smileys	keyword	😠			0	//ldml/annotations/annotation[@cp="😠"][@type="tts"]	😠	angry face		visage en colère	Modern		
emoji	Smileys	keyword	🤔			0	//ldml/annotations/annotation[@cp="🤔"][@type="tts"]	🤔	thinking face		visage en pleine réflexion	Modern		
emoji	Smileys	keyword	🤣			0	//ldml/annotations/annotation[@cp="🤣"][@type="tts"]	🤣	rolling on the floor laughing		se rouler par terre de rire	Modern		
emoji	Smileys	keyword	🥰			0	//ldml/annotations/annotation[@cp="🥰"][@type="tts"]	🥰	smiling face with hearts		visage souriant avec cœurs	Modern		
emoji	Technology	keyword	⌚			0	//ldml/annotations/annotation[@cp="⌚"][@type="tts"]	⌚	watch		montre	Modern		
emoji	Technology	keyword	⌛			0	//ldml/annotations/annotation[@cp="⌛"][@type="tts"]	⌛	hourglass done		sablier	Modern		
emoji	Technology	keyword	⌨️			0	//ldml/annotations/annotation[@cp="⌨️"][@type="tts"]	⌨️	keyboard		clavier	Modern		
emoji	Technology	keyword	⏰			0	//ldml/annotations/annotation[@cp="⏰"][@type="tts"]	⏰	alarm clock		réveil	Modern		
emoji	Technology	keyword	⏱️			0	//ldml/annotations/annotation[@cp="⏱️"][@type="tts"]	⏱️	stopwatch		chronomètre	Modern		
emoji	Technology	keyword	⏲️			0	//ldml/annotations/annotation[@cp="⏲️"][@type="tts"]	⏲️	timer clock		horloge	Modern		
emoji	Technology	keyword	⏳			0	//ldml/annotations/annotation[@cp="⏳"][@type="tts"]	⏳	hourglass not done		sablier avec sable qui coule	Modern		
emoji	Technology	keyword	☎️			0	//ldml/annotations/annotation[@cp="☎️"][@type="tts"]	☎️	telephone		téléphone	Modern		
emoji	Technology	keyword	⚖️			0	//ldml/annotations/annotation[@cp="⚖️"][@type="tts"]	⚖️	balance scale		balance à poids	Modern		
emoji	Technology	keyword	⚙️			0	//ldml/annotations/annotation[@cp="⚙️"][@type="tts"]	⚙️	gear		roue dentée	Modern		
emoji	Technology	keyword	⚰️			0	//ldml/annotations/annotation[@cp="⚰️"][@type="tts"]	⚰️	coffin		cercueil	Modern		
emoji	Technology	keyword	⛏️			0	//ldml/annotations/annotation[@cp="⛏️"][@type="tts"]	⛏️	pick		pioche	Modern		
emoji	Technology	keyword	⛓️			0	//ldml/annotations/annotation[@cp="⛓️"][@type="tts"]	⛓️	chains		chaînes	Modern		
emoji	Technology	keyword	⛪			0	//ldml/annotations/annotation[@cp="⛪"][@type="tts"]	⛪	church		église	Modern		
emoji	Technology	keyword	⛺			0	//ldml/annotations/annotation[@cp="⛺"][@type="tts"]	⛺	tent		tente	Modern		
emoji	Technology	keyword	⛽			0	//ldml/annotations/annotation[@cp="⛽"][@type="tts"]	⛽	fuel pump		pompe à essence	Modern		
emoji	Technology	keyword	✂️			0	//ldml/annotations/annotation[@cp="✂️"][@type="tts"]	✂️	scissors		ciseaux	Modern		
emoji	Technology	keyword	✈️			0	//ldml/annotations/annotation[@cp="✈️"][@type="tts"]	✈️	airplane		avion	Modern		
emoji	Technology	keyword	✉️			0	//ldml/annotations/annotation[@cp="✉️"][@type="tts"]	✉️	envelope		enveloppe	Modern		
emoji	Technology	keyword	✏️			0	//ldml/annotations/annotation[@cp="✏️"][@type="tts"]	✏️	pencil		crayon	Modern		
emoji	Technology	keyword	🏠			0	//ldml/annotations/annotation[@cp="🏠"][@type="tts"]	🏠	house		maison	Modern		
emoji	Technology	keyword	💡			0	//ldml/annotations/annotation[@cp="💡"][@type="tts"]	💡	light bulb		ampoule	Modern		
emoji	Technology	keyword	💣			0	//ldml/annotations/annotation[@cp="💣"][@type="tts"]	💣	bomb		bombe	Modern		
emoji	Technology	keyword	💰			0	//ldml/annotations/annotation[@cp="💰"][@type="tts"]	💰	money bag		sac plein d’argent	Modern		
emoji	Technology	keyword	💺			0	//ldml/annotations/annotation[@cp="💺"][@type="tts"]	💺	seat		siège	Modern		
emoji	Technology	keyword	💻			0	//ldml/annotations/annotation[@cp="💻"][@type="tts"]	💻	laptop		ordinateur portable	Modern		
emoji	Technology	keyword	📎			0	//ldml/annotations/annotation[@cp="📎"][@type="tts"]	📎	paperclip		trombone	Modern		
emoji	Technology	keyword	📚			0	//ldml/annotations/annotation[@cp="📚"][@type="tts"]	📚	books		livres	Modern		
emoji	Technology	keyword	📰			0	//ldml/annotations/annotation[@cp="📰"][@type="tts"]	📰	newspaper		journal	Modern		
emoji	Technology	keyword	📱			0	//ldml/annotations/annotation[@cp="📱"][@type="tts"]	📱	mobile phone		téléphone portable	Modern		
emoji	Technology	keyword	📶			0	//ldml/annotations/annotation[@cp="📶"][@type="tts"]	📶	antenna bars		barres de réseau	Modern		
emoji	Technology	keyword	📷			0	//ldml/annotations/annotation[@cp="📷"][@type="tts"]	📷	camera		appareil photo	Modern		
emoji	Technology	keyword	📺			0	//ldml/annotations/annotation[@cp="📺"][@type="tts"]	📺	television		téléviseur	Modern		
emoji	Technology	keyword	📻			0	//ldml/annotations/annotation[@cp="📻"][@type="tts"]	📻	radio		radio	Modern		
emoji	Technology	keyword	🔥			0	//ldml/annotations/annotation[@cp="🔥"][@type="tts"]	🔥	fire		feu	Modern		
emoji	Technology	keyword	🕯️			0	//ldml/annotations/annotation[@cp="🕯️"][@type="tts"]	🕯️	candle		bougie	Modern		
emoji	Weather	keyword	☀️			0	//ldml/annotations/annotation[@cp="☀️"][@type="tts"]	☀️	sun		soleil	Modern		
emoji	Weather	keyword	☁️			0	//ldml/annotations/annotation[@cp="☁️"][@type="tts"]	☁️	cloud		nuage	Modern		
emoji	Weather	keyword	☂️			0	//ldml/annotations/annotation[@cp="☂️"][@type="tts"]	☂️	umbrella		parapluie ouvert	Modern		
emoji	Weather	keyword	☄️			0	//ldml/annotations/annotation[@cp="☄️"][@type="tts"]	☄️	comet		comète	Modern		
emoji	Weather	keyword	☔			0	//ldml/annotations/annotation[@cp="☔"][@type="tts"]	☔	umbrella with rain drops		parapluie avec gouttes de pluie	Modern		
emoji	Weather	keyword	⛅			0	//ldml/annotations/annotation[@cp="⛅"][@type="tts"]	⛅	sun behind cloud		soleil derrière les nuages	Modern		
emoji	Weather	keyword	⛈️			0	//ldml/annotations/annotation[@cp="⛈️"][@type="tts"]	⛈️	cloud with lightning and rain		nuage avec éclair et pluie	Modern		
emoji	Weather	keyword	✨			0	//ldml/annotations/annotation[@cp="✨"][@type="tts"]	✨	sparkles		étincelles	Modern		
emoji	Weather	keyword	❄️			0	//ldml/annotations/annotation[@cp="❄️"][@type="tts"]	❄️	snowflake		flocon	Modern		
emoji	Weather	keyword	🌁			0	//ldml/annotations/annotation[@cp="🌁"][@type="tts"]	🌁	foggy		brume	Modern		
emoji	Weather	keyword	🌂			0	//ldml/annotations/annotation[@cp="🌂"][@type="tts"]	🌂	closed umbrella		parapluie fermé	Modern		
emoji	Weather	keyword	🌃			0	//ldml/annotations/annotation[@cp="🌃"][@type="tts"]	🌃	night with stars		nuit étoilée	Modern		
emoji	Weather	keyword	🌄			0	//ldml/annotations/annotation[@cp="🌄"][@type="tts"]	🌄	sunrise over mountains		soleil levant derrière les montagnes	Modern		
emoji	Weather	keyword	🌅			0	//ldml/annotations/annotation[@cp="🌅"][@type="tts"]	🌅	sunrise		soleil levant	Modern		
emoji	Weather	keyword	🌇			0	//ldml/annotations/annotation[@cp="🌇"][@type="tts"]	🌇	sunset		coucher de soleil	Modern		
emoji	Weather	keyword	🌈			0	//ldml/annotations/annotation[@cp="🌈"][@type="tts"]	🌈	rainbow		arc-en-ciel	Modern		
emoji	Weather	keyword	🌊			0	//ldml/annotations/annotation[@cp="🌊"][@type="tts"]	🌊	water wave		vague	Modern		
emoji	Weather	keyword	🌋			0	//ldml/annotations/annotation[@cp="🌋"][@type="tts"]	🌋	volcano		volcan	Modern		
emoji	Weather	keyword	🌍			0	//ldml/annotations/annotation[@cp="🌍"][@type="tts"]	🌍	globe showing Europe-Africa		globe tourné sur l’Afrique et l’Europe	Modern		
emoji	Weather	keyword	🌎			0	//ldml/annotations/annotation[@cp="🌎"][@type="tts"]	🌎	globe showing Americas		globe tourné sur les Amériques	Modern		
